epoch,loss,mae,nse_metric,rmse,val_loss,val_mae,val_nse_metric,val_rmse
0,0.20039266347885132,0.3354375660419464,-552496.1875,0.43563252687454224,0.016411108896136284,0.06357524544000626,-12847.0107421875,0.07670813798904419
1,0.058601755648851395,0.16779296100139618,-138739.40625,0.21963219344615936,0.01374131627380848,0.045017994940280914,-1635.8701171875,0.05975400656461716
2,0.029720379039645195,0.10716588795185089,-50005.11328125,0.1405748724937439,0.013530788011848927,0.041049979627132416,-1593.1912841796875,0.0615730807185173
3,0.02188309282064438,0.0826285183429718,-29303.369140625,0.11112087965011597,0.015093882568180561,0.04922572150826454,-1450.7587890625,0.07590809464454651
4,0.01800905168056488,0.06771427392959595,-16460.48046875,0.0941905677318573,0.014980575069785118,0.05324849858880043,-1896.6854248046875,0.07774478942155838
5,0.015465655364096165,0.056504614651203156,-9037.353515625,0.08206236362457275,0.01405328232795,0.049566999077796936,-1418.0107421875,0.07439586520195007
6,0.013868436217308044,0.050549134612083435,-6483.79931640625,0.07458369433879852,0.012488371692597866,0.043418578803539276,-1031.923583984375,0.066363625228405
7,0.013001298531889915,0.046133626252412796,-4009.410400390625,0.0716777890920639,0.012383999302983284,0.04608668014407158,-1136.68896484375,0.06890881806612015
8,0.012144486419856548,0.04358649253845215,-3202.76025390625,0.06878533959388733,0.011882518418133259,0.046485744416713715,-1253.5341796875,0.06854516267776489
9,0.011512021534144878,0.04195598512887955,-2565.27734375,0.06741902232170105,0.011755045503377914,0.049037422984838486,-1587.8931884765625,0.07076539099216461
10,0.010923258028924465,0.040426816791296005,-2235.404052734375,0.06623998284339905,0.011209733784198761,0.048373378813266754,-1425.5009765625,0.06986011564731598
11,0.01025789137929678,0.03874592110514641,-2057.225341796875,0.06421543657779694,0.010707275941967964,0.04729310795664787,-1301.144775390625,0.06903482228517532
12,0.00975146982818842,0.03788231685757637,-1893.1273193359375,0.06318191438913345,0.010335749015212059,0.04809856414794922,-1354.9013671875,0.0689493790268898
13,0.009325924329459667,0.03740554675459862,-1842.3564453125,0.06259483098983765,0.009446422569453716,0.04402835667133331,-1046.2318115234375,0.06487628072500229
14,0.008927632123231888,0.03711550682783127,-1846.7265625,0.062112268060445786,0.00923888012766838,0.04489203169941902,-1116.00341796875,0.0658479779958725
15,0.008549854159355164,0.03639683127403259,-1921.5760498046875,0.061706770211458206,0.008738266304135323,0.04346382990479469,-1024.62353515625,0.06446146219968796
16,0.008163274265825748,0.036197513341903687,-1843.53564453125,0.06111093610525131,0.008420746773481369,0.04354416951537132,-1045.6080322265625,0.0643773227930069
17,0.007890844717621803,0.03663279861211777,-1956.1622314453125,0.061276499181985855,0.007762553635984659,0.04154689237475395,-957.6588745117188,0.06138325855135918
18,0.007567015942186117,0.03607938066124916,-1866.61767578125,0.06098172068595886,0.007450639270246029,0.04226268082857132,-1066.1016845703125,0.061166808009147644
19,0.00731482170522213,0.03653569892048836,-2057.4365234375,0.06123122200369835,0.006938534323126078,0.0386761873960495,-723.3358764648438,0.05924330651760101
20,0.00702145230025053,0.03613340109586716,-1916.815185546875,0.06101968511939049,0.006457815878093243,0.03885028511285782,-822.884765625,0.057343289256095886
21,0.006751636508852243,0.03650736063718796,-2119.091064453125,0.060889795422554016,0.005866910796612501,0.03658844158053398,-752.7692260742188,0.054292865097522736
22,0.006489200051873922,0.035934146493673325,-1919.176513671875,0.06081186234951019,0.005441455170512199,0.032205257564783096,-428.49993896484375,0.05258716642856598
23,0.006290815770626068,0.03615845367312431,-2052.5849609375,0.0611163005232811,0.005275394767522812,0.034646421670913696,-580.7448120117188,0.05321997404098511
24,0.006041381042450666,0.03650111332535744,-2196.253173828125,0.06090312451124191,0.0048077465035021305,0.034154944121837616,-635.1666259765625,0.050792571157217026
25,0.005750386044383049,0.03607999160885811,-2105.78076171875,0.06027539074420929,0.00462848087772727,0.03391430899500847,-596.080322265625,0.05109946429729462
26,0.005542198661714792,0.035651806741952896,-2104.66357421875,0.06019722297787666,0.004033386707305908,0.030788403004407883,-492.5930480957031,0.04702240973711014
27,0.005289357155561447,0.035769540816545486,-2073.417724609375,0.05963433161377907,0.004255275707691908,0.0340789295732975,-578.5803833007812,0.05100281164050102
28,0.005167315248399973,0.03548228368163109,-2101.56494140625,0.060038428753614426,0.003977102227509022,0.03283517435193062,-522.8829345703125,0.04997692257165909
29,0.004972874186933041,0.0351562574505806,-2040.814453125,0.059757865965366364,0.0036437269300222397,0.03126584738492966,-459.189697265625,0.04805932566523552
30,0.004812148399651051,0.03514392301440239,-2034.9105224609375,0.059485357254743576,0.0034069688990712166,0.030359400436282158,-430.5367736816406,0.04686393216252327
31,0.004697015974670649,0.035683125257492065,-2083.259521484375,0.05958905443549156,0.0031420160084962845,0.028961872681975365,-401.08038330078125,0.04527590423822403
32,0.0044420091435313225,0.03483869880437851,-1981.9146728515625,0.058395057916641235,0.0032292124815285206,0.030252425000071526,-387.43017578125,0.04749172925949097
33,0.004368023946881294,0.03480599820613861,-1975.0418701171875,0.05874196067452431,0.003057906636968255,0.029124299064278603,-360.65045166015625,0.04683922231197357
34,0.004793901927769184,0.03672929108142853,-2290.642333984375,0.0624932199716568,0.002858218038454652,0.029297156259417534,-452.8147888183594,0.04481905698776245
35,0.004268553573638201,0.035386692732572556,-2101.849609375,0.05885381996631622,0.0027085060719400644,0.02850884199142456,-378.5284118652344,0.04413660988211632
36,0.004137213807553053,0.03523922711610794,-2136.6796875,0.05846279487013817,0.002438753377646208,0.026630030944943428,-351.6732177734375,0.04194905608892441
37,0.0039811148308217525,0.03435508534312248,-1927.7186279296875,0.057772811502218246,0.0023809627164155245,0.027176259085536003,-367.50054931640625,0.04211832955479622
38,0.003885531798005104,0.03426969051361084,-1954.141357421875,0.05752946808934212,0.00216235825791955,0.026107167825102806,-325.50543212890625,0.040220461785793304
39,0.0037847794592380524,0.034389108419418335,-1976.009765625,0.05716374143958092,0.002597593003883958,0.02854321338236332,-336.64971923828125,0.04590087756514549
40,0.003997762221843004,0.035668954253196716,-1957.1217041015625,0.059304095804691315,0.0023936124052852392,0.027999283745884895,-334.17071533203125,0.04391118139028549
41,0.0037611452862620354,0.03387981653213501,-1869.5390625,0.05759046599268913,0.0024045405443757772,0.02858954854309559,-397.4922790527344,0.04445604607462883
42,0.003701523644849658,0.03418010473251343,-1890.072265625,0.05737151578068733,0.002204307122156024,0.027277905493974686,-342.9153137207031,0.04264209792017937
43,0.003712379839271307,0.035198815166950226,-2222.8154296875,0.05781610310077667,0.001976598287001252,0.027236992493271828,-370.9398193359375,0.04026186466217041
44,0.0034986811224371195,0.03418811783194542,-1852.722900390625,0.05616113916039467,0.0021378141827881336,0.027058329433202744,-347.172607421875,0.04247887432575226
45,0.0041034952737390995,0.037010204046964645,-2366.69775390625,0.061164721846580505,0.0028830457013100386,0.031203962862491608,-417.2518310546875,0.05028023198246956
46,0.004011901561170816,0.03599388897418976,-2128.417724609375,0.060061048716306686,0.0033018961548805237,0.033585865050554276,-411.165283203125,0.0540105476975441
47,0.003926092758774757,0.03571510314941406,-2290.132080078125,0.05957001820206642,0.002328440546989441,0.029989037662744522,-481.75286865234375,0.0441257543861866
48,0.003546344581991434,0.03381665423512459,-1851.58984375,0.05645668879151344,0.002065820386633277,0.02757488377392292,-373.6640930175781,0.04162585362792015
49,0.003385960590094328,0.033758312463760376,-1868.6759033203125,0.05538427084684372,0.0019263988360762596,0.02711084857583046,-402.7474060058594,0.04027702286839485
50,0.0033294688910245895,0.03409659117460251,-1927.3172607421875,0.05506548658013344,0.001845619990490377,0.025668110698461533,-323.49774169921875,0.039499759674072266
51,0.003377556335180998,0.03406514972448349,-1900.7550048828125,0.0556696318089962,0.0018458077684044838,0.02696075104176998,-377.2290954589844,0.03968190774321556
52,0.0034698632080107927,0.034830302000045776,-2236.29736328125,0.05664188414812088,0.0018852242501452565,0.02689647115767002,-381.9604797363281,0.040404487401247025
53,0.0031400772277265787,0.033409491181373596,-1998.2821044921875,0.0537799634039402,0.002004692330956459,0.02777341939508915,-371.401611328125,0.041977670043706894
54,0.003066614968702197,0.033018458634614944,-1833.452880859375,0.05317949503660202,0.0031127154361456633,0.033167727291584015,-411.5683288574219,0.0536702536046505
55,0.003363892203196883,0.034541938453912735,-2185.58251953125,0.055905263870954514,0.002409981098026037,0.029794231057167053,-412.5871887207031,0.04668670520186424
56,0.0033817198127508163,0.03417258709669113,-2053.1171875,0.05601929873228073,0.0017907615983858705,0.026483166962862015,-355.652587890625,0.039397142827510834
57,0.003212535986676812,0.032937854528427124,-1726.4742431640625,0.05410086736083031,0.0025052663404494524,0.030511870980262756,-377.083984375,0.047295697033405304
58,0.0036782491952180862,0.034144822508096695,-1861.0029296875,0.05850052833557129,0.001987637020647526,0.027814704924821854,-385.9755859375,0.04174169525504112
59,0.0036411648616194725,0.03606368973851204,-2378.526123046875,0.058148425072431564,0.003366036806255579,0.03269492834806442,-351.0362243652344,0.05456874147057533
60,0.0037606663536280394,0.03581847622990608,-2429.942626953125,0.05884953588247299,0.001782710780389607,0.026804083958268166,-398.91656494140625,0.039031192660331726
61,0.003102491144090891,0.033124618232250214,-1996.2432861328125,0.053517166525125504,0.0016961528453975916,0.02589743211865425,-331.2363586425781,0.03835789114236832
62,0.003041954943910241,0.03281432390213013,-1824.2193603515625,0.0531354695558548,0.0019232503836974502,0.027042457833886147,-326.3971862792969,0.04136064648628235
63,0.0030231240671128035,0.03305669128894806,-1803.601318359375,0.053001418709754944,0.002187188947573304,0.02841772325336933,-340.2546081542969,0.044461678713560104
64,0.0030408622696995735,0.03313683718442917,-1810.396484375,0.05319498851895332,0.002415815833956003,0.028893636539578438,-336.6748962402344,0.04699341580271721
65,0.0028778582345694304,0.03284595534205437,-2056.572509765625,0.05168798193335533,0.0026353176217526197,0.03149190545082092,-434.4989013671875,0.048966988921165466
66,0.003871865337714553,0.035668592900037766,-1909.658203125,0.0602307990193367,0.0016689053736627102,0.02537182904779911,-330.6610412597656,0.03789033740758896
67,0.003401327645406127,0.03407258540391922,-1896.87548828125,0.05638900026679039,0.0014777870383113623,0.024569068104028702,-325.0128479003906,0.03559637442231178
68,0.0031072860583662987,0.0327732153236866,-1749.108642578125,0.053875282406806946,0.0017271570395678282,0.026425320655107498,-327.4792785644531,0.03911830112338066
69,0.0029167579486966133,0.032266464084386826,-1819.061767578125,0.05217063054442406,0.0021499013528227806,0.028139954432845116,-328.3144226074219,0.0442560575902462
70,0.0035622413270175457,0.03705515339970589,-3021.9365234375,0.05805375427007675,0.0031904643401503563,0.03337215632200241,-759.2495727539062,0.054710838943719864
71,0.004020313266664743,0.03706550970673561,-2465.268310546875,0.0618714913725853,0.002316107042133808,0.028836779296398163,-387.1379699707031,0.04612451419234276
72,0.003710296703502536,0.03568663075566292,-2238.65478515625,0.0593637153506279,0.0017352970317006111,0.026094282045960426,-374.407958984375,0.039394356310367584
73,0.0031470826361328363,0.03412847965955734,-2332.486083984375,0.05441456660628319,0.002078720834106207,0.02837669476866722,-431.3645935058594,0.043530985713005066
74,0.003242705948650837,0.03414525091648102,-2228.15966796875,0.05530901253223419,0.0019309789640828967,0.027519574388861656,-366.45697021484375,0.04187602549791336
75,0.0029905305709689856,0.03366173431277275,-1914.4300537109375,0.05304671823978424,0.0021023715380579233,0.028231071308255196,-351.6009216308594,0.04391773045063019
76,0.0032819497864693403,0.03444113954901695,-2196.829345703125,0.05572909861803055,0.002494604792445898,0.02943248674273491,-337.0526123046875,0.048159025609493256
77,0.0035674276296049356,0.03513437137007713,-2166.12939453125,0.05825275555253029,0.00173407222609967,0.02618872933089733,-355.8015441894531,0.03951115906238556
78,0.003116039326414466,0.03364352509379387,-1896.9183349609375,0.05421386659145355,0.0017376422183588147,0.026275822892785072,-341.4930419921875,0.039543893188238144
79,0.003061227034777403,0.032988063991069794,-1780.2413330078125,0.05362771824002266,0.0019557916093617678,0.02693084068596363,-320.88470458984375,0.04210509732365608
80,0.00335423881188035,0.03408345207571983,-1649.516357421875,0.055928852409124374,0.00206144736148417,0.027810795232653618,-331.2169189453125,0.04290461540222168
81,0.003224077168852091,0.03258326277136803,-1756.49560546875,0.054806970059871674,0.0016301616560667753,0.0251166969537735,-321.36859130859375,0.03782935068011284
82,0.0030339311342686415,0.03275361284613609,-1817.309814453125,0.0532805472612381,0.0020324941724538803,0.02750682458281517,-329.2295837402344,0.043006084859371185
83,0.0029386235401034355,0.032591450959444046,-1971.5430908203125,0.05249296873807907,0.002409358276054263,0.029769305139780045,-348.0614013671875,0.04725560545921326
84,0.0029138715472072363,0.03248612582683563,-1968.437255859375,0.052264254540205,0.0018914687680080533,0.02663593366742134,-328.0021057128906,0.04141774773597717
85,0.002955027623102069,0.03265583515167236,-1872.70849609375,0.05275294929742813,0.0017599115381017327,0.02623504027724266,-326.5054626464844,0.039922114461660385
86,0.0028460596222430468,0.03218262642621994,-1894.7750244140625,0.05175154283642769,0.0019923141226172447,0.02746940590441227,-324.92822265625,0.04273007810115814
87,0.002838418586179614,0.03233938291668892,-1691.5748291015625,0.05169283598661423,0.0022555256728082895,0.028755102306604385,-349.2754211425781,0.045738585293293
88,0.0032830103300511837,0.03301670774817467,-1400.636474609375,0.055757466703653336,0.0017445398261770606,0.02538963034749031,-318.61944580078125,0.03959491476416588
89,0.0029889086727052927,0.03145145624876022,-1462.612060546875,0.05307496711611748,0.0016760311555117369,0.025520680472254753,-315.818115234375,0.038908809423446655
90,0.0027957793790847063,0.031311411410570145,-1519.2794189453125,0.051350582391023636,0.0018534419359639287,0.027080710977315903,-329.7455749511719,0.041219647973775864
91,0.0028382062446326017,0.03193626552820206,-1631.9385986328125,0.05179625377058983,0.001771596260368824,0.02573535218834877,-326.923583984375,0.04023259878158569
92,0.0032718235161155462,0.033743660897016525,-1957.564208984375,0.055777184665203094,0.0023631793446838856,0.02887413464486599,-329.8960876464844,0.04696289077401161
93,0.002953136572614312,0.03234327211976051,-1661.4202880859375,0.052895788103342056,0.0018155950820073485,0.026885468512773514,-325.4647216796875,0.04079888015985489
94,0.00267806532792747,0.031003061681985855,-1672.287353515625,0.050263531506061554,0.0024019896518439054,0.029745645821094513,-334.0647888183594,0.04745893180370331
95,0.0026047409046441317,0.03036896511912346,-1551.362548828125,0.04955132305622101,0.001902357442304492,0.02644922025501728,-313.3924255371094,0.041907843202352524
96,0.002706261584535241,0.031153077259659767,-1466.6015625,0.05057673156261444,0.0019896505400538445,0.027067728340625763,-321.25830078125,0.04295722395181656
97,0.0025752915535122156,0.030285626649856567,-1553.5650634765625,0.049285948276519775,0.002584089757874608,0.029944997280836105,-338.7065734863281,0.049398649483919144
98,0.0025271812919527292,0.03024997189640999,-1655.9454345703125,0.04876285418868065,0.002535272855311632,0.029493074864149094,-332.3131103515625,0.04885930195450783
99,0.002558440202847123,0.030430929735302925,-1682.9283447265625,0.049088798463344574,0.0022959106136113405,0.028507133945822716,-354.7335205078125,0.046375591307878494
100,0.002616074401885271,0.030705342069268227,-1581.76025390625,0.049712374806404114,0.002239196328446269,0.028665566816926003,-346.74609375,0.045796047896146774
101,0.003119928762316704,0.03296888619661331,-1752.182373046875,0.05454954504966736,0.0023077919613569975,0.028620189055800438,-352.2231750488281,0.046561144292354584
102,0.003061762312427163,0.03196783736348152,-1815.9979248046875,0.0540403313934803,0.0017854208126664162,0.026626350358128548,-332.6597900390625,0.040585730224847794
103,0.002541385591030121,0.03042280115187168,-1652.0926513671875,0.049030471593141556,0.0018589835381135345,0.02710646018385887,-327.49493408203125,0.041518356651067734
104,0.0025295924860984087,0.030099553987383842,-1488.5281982421875,0.04892253503203392,0.0018532025860622525,0.026125749573111534,-324.55657958984375,0.041463300585746765
105,0.0026916535571217537,0.031208466738462448,-1616.35546875,0.05055158585309982,0.0020903085824102163,0.027450382709503174,-326.07659912109375,0.04417732357978821
106,0.0025436473079025745,0.030155295506119728,-1427.83349609375,0.04905381798744202,0.0025686377193778753,0.029919706284999847,-331.0146179199219,0.04934064298868179
107,0.0025975110474973917,0.029925033450126648,-1444.94677734375,0.04966491460800171,0.0013791266828775406,0.023770537227392197,-321.33758544921875,0.035390522330999374
108,0.0027531252708286047,0.030474387109279633,-1306.9603271484375,0.05123191326856613,0.001568630919791758,0.024377325549721718,-310.217529296875,0.03796825930476189
109,0.0029021534137427807,0.031067270785570145,-1400.4786376953125,0.05267681926488876,0.0021920790895819664,0.02802770398557186,-340.435791015625,0.04545072838664055
110,0.002902329433709383,0.03130471333861351,-1584.60498046875,0.05267128720879555,0.0018943574978038669,0.026748541742563248,-321.8498840332031,0.042053624987602234
111,0.00249851425178349,0.030385702848434448,-1526.239990234375,0.04869474470615387,0.00194170034956187,0.027050893753767014,-326.0435791015625,0.042609427124261856
112,0.0023697882425040007,0.02914373017847538,-1306.6949462890625,0.04738029092550278,0.0017951671034097672,0.026283979415893555,-320.38427734375,0.04088951274752617
113,0.0023946792352944613,0.02905789390206337,-1273.1395263671875,0.04767097905278206,0.0017894055927172303,0.02599470131099224,-314.35882568359375,0.04084610939025879
114,0.002738117938861251,0.03074837476015091,-1469.38232421875,0.051113154739141464,0.0021234999876469374,0.028165871277451515,-323.0768127441406,0.04472998157143593
115,0.0027117528952658176,0.03017285093665123,-1333.07177734375,0.05088399350643158,0.002149995183572173,0.027347030118107796,-313.5398254394531,0.045060817152261734
116,0.002556809224188328,0.029752004891633987,-1312.3836669921875,0.049351632595062256,0.0025875370483845472,0.03040970303118229,-334.979736328125,0.04967278987169266
117,0.002491286024451256,0.029317395761609077,-1377.6824951171875,0.04870818555355072,0.0018928279168903828,0.026117343455553055,-310.37646484375,0.04214198887348175
118,0.00240333448164165,0.02916073426604271,-1322.145263671875,0.047823499888181686,0.002791850594803691,0.03089548647403717,-333.2854309082031,0.05172701179981232
119,0.0024242419749498367,0.028874721378087997,-1172.4697265625,0.047994595021009445,0.001716128783300519,0.02578173764050007,-306.1643371582031,0.040027059614658356
120,0.0028609612490981817,0.02959313988685608,-1119.297119140625,0.05207979679107666,0.0015344441635534167,0.023986810818314552,-306.03509521484375,0.037246327847242355
121,0.002728895517066121,0.029821131378412247,-1320.287841796875,0.05073029175400734,0.0016910574631765485,0.02505304664373398,-313.61236572265625,0.03933465853333473
122,0.0025873121339827776,0.029514754191040993,-1253.42041015625,0.049446895718574524,0.0018188689136877656,0.025202922523021698,-297.5309753417969,0.04102970287203789
123,0.002532511716708541,0.029436957091093063,-1350.60791015625,0.04896567389369011,0.0018837125971913338,0.02619725652039051,-330.160888671875,0.041851479560136795
124,0.0025725385639816523,0.029613491147756577,-1318.1243896484375,0.04939734935760498,0.002202404662966728,0.027566559612751007,-308.8759765625,0.04551858454942703
125,0.0025196829810738564,0.02952311560511589,-1374.402099609375,0.04888587445020676,0.001997933955863118,0.02694666013121605,-316.5581359863281,0.04324618726968765
126,0.0024828454479575157,0.02932055853307247,-1363.3388671875,0.04853899031877518,0.002044482622295618,0.02699146419763565,-312.04974365234375,0.043811406940221786
127,0.0023522069677710533,0.028856730088591576,-1276.9508056640625,0.047184593975543976,0.0023251292295753956,0.027992047369480133,-325.12322998046875,0.04690195247530937
128,0.002253020880743861,0.028086476027965546,-1295.5111083984375,0.046153731644153595,0.002007570583373308,0.02643151581287384,-316.6953430175781,0.04342745244503021
129,0.0022182262036949396,0.028012052178382874,-1283.414794921875,0.0458039715886116,0.0023241606540977955,0.028069866821169853,-320.460693359375,0.04695028066635132
130,0.0022644163109362125,0.028038864955306053,-1226.3126220703125,0.04632827267050743,0.0020176642574369907,0.0264631025493145,-314.62420654296875,0.04359251260757446
131,0.002126840176060796,0.027432052418589592,-1157.9376220703125,0.044831883162260056,0.002177723916247487,0.027063235640525818,-287.109619140625,0.04541785269975662
132,0.0021536052227020264,0.027718838304281235,-1095.69970703125,0.04517451673746109,0.0022063942160457373,0.02745070494711399,-284.96697998046875,0.045777130872011185
133,0.0023046783171594143,0.02761390432715416,-1017.138671875,0.046861983835697174,0.0018714588368311524,0.02613714523613453,-273.4092102050781,0.04201951250433922
134,0.0025549677666276693,0.028330232948064804,-986.5744018554688,0.049279436469078064,0.0018084116745740175,0.02578441984951496,-277.97564697265625,0.04109642282128334
135,0.002331245457753539,0.027944935485720634,-1182.0672607421875,0.047068119049072266,0.002065644832327962,0.02621440961956978,-267.2274475097656,0.044171664863824844
136,0.0021588061936199665,0.027362972497940063,-1160.7232666015625,0.04524659737944603,0.00202494696713984,0.026789145544171333,-299.6348876953125,0.04376230761408806
137,0.0022449379321187735,0.028304051607847214,-1233.141845703125,0.04621268808841705,0.0017724082572385669,0.02471250295639038,-295.67822265625,0.0407719761133194
138,0.0021356858778744936,0.027424538508057594,-1128.98828125,0.04500695317983627,0.0019592554308474064,0.02647898532450199,-289.7740478515625,0.043006621301174164
139,0.001956102205440402,0.026440884917974472,-1125.64111328125,0.042973775416612625,0.0015332319308072329,0.023527996614575386,-256.5279541015625,0.03774498030543327
140,0.0024111720267683268,0.028517547994852066,-1065.13330078125,0.0480114109814167,0.0016003071796149015,0.023112827911973,-266.1446838378906,0.03868503496050835
141,0.0021259672939777374,0.027103928849101067,-1063.9661865234375,0.04495644569396973,0.0020153606310486794,0.025892242789268494,-272.6979675292969,0.04371374472975731
142,0.0019439355237409472,0.02628927119076252,-1025.205322265625,0.042904388159513474,0.0027827240992337465,0.029870163649320602,-281.6837463378906,0.051763907074928284
143,0.0019646920263767242,0.02608625404536724,-1033.7293701171875,0.0431743785738945,0.001700156251899898,0.024595361202955246,-263.8500061035156,0.04000796005129814
144,0.002067730762064457,0.026419710367918015,-999.85791015625,0.04436691105365753,0.0019418300362303853,0.025657646358013153,-247.38938903808594,0.04293025657534599
145,0.0019334712997078896,0.025776533409953117,-954.5873413085938,0.042830292135477066,0.0016179715748876333,0.02422923967242241,-261.339111328125,0.03896269574761391
146,0.0018782173283398151,0.02506076917052269,-1019.0204467773438,0.04218832403421402,0.0027246219106018543,0.02990678697824478,-268.9521484375,0.05125565454363823
147,0.0018663824303075671,0.0253737922757864,-980.2218017578125,0.0420675128698349,0.0030554221011698246,0.031139330938458443,-281.0471496582031,0.05438937619328499
